Accuracy,Kappa,sigma,C,Resample
0.4371584699453552,-0.15890436226136695,0.037935124140244136,0.25,Training1044
0.5710382513661202,0.09035934779167304,0.13747544815911564,0.25,Training1044
0.5437158469945356,0,0.23701577217798714,0.25,Training1044
0.48633879781420764,-0.08980328803573129,0.037935124140244136,0.5,Training1044
0.5737704918032787,0.10923897781522023,0.13747544815911564,0.5,Training1044
0.5573770491803278,0.07312802876348279,0.23701577217798714,0.5,Training1044
0.587431693989071,0.1441977143918981,0.037935124140244136,1,Training1044
0.5409836065573771,-0.00546162148019771,0.13747544815911564,1,Training1044
0.5491803278688525,0.06392410949561353,0.23701577217798714,1,Training1044
0.5409836065573771,0,0.037935124140244136,0.25,Training1045
0.5819672131147541,0.13205617037105905,0.13747544815911564,0.25,Training1045
0.5437158469945356,0.01125885664369618,0.23701577217798714,0.25,Training1045
0.42896174863387976,-0.14928333183088466,0.037935124140244136,0.5,Training1045
0.5655737704918032,0.10385290584865563,0.13747544815911564,0.5,Training1045
0.5273224043715847,-9.484966328368543e-4,0.23701577217798714,0.5,Training1045
0.5765027322404371,0.11411974140354153,0.037935124140244136,1,Training1045
0.5601092896174863,0.08752206633838137,0.13747544815911564,1,Training1045
0.5245901639344263,3.7671877943120866e-4,0.23701577217798714,1,Training1045
0.5983606557377049,0.16928635395114713,0.037935124140244136,0.25,Training1046
0.4644808743169399,-0.11776621272087004,0.13747544815911564,0.25,Training1046
0.5300546448087432,-0.005462386200287446,0.23701577217798714,0.25,Training1046
0.5983606557377049,0.16928635395114713,0.037935124140244136,0.5,Training1046
0.5737704918032787,0.11267211637086985,0.13747544815911564,0.5,Training1046
0.5437158469945356,0.04720187061574439,0.23701577217798714,0.5,Training1046
0.587431693989071,0.14741908611273952,0.037935124140244136,1,Training1046
0.5382513661202186,0.02386137676356419,0.13747544815911564,1,Training1046
0.5245901639344263,0.006830728922990486,0.23701577217798714,1,Training1046
0.592896174863388,0.14989867498051435,0.037935124140244136,0.25,Training1047
0.5546448087431693,0.05934849105988441,0.13747544815911564,0.25,Training1047
0.5382513661202186,0,0.23701577217798714,0.25,Training1047
0.5710382513661202,0.09237087347970291,0.037935124140244136,0.5,Training1047
0.5737704918032787,0.11498279443221605,0.13747544815911564,0.5,Training1047
0.5519125683060109,0.06797925530263028,0.23701577217798714,0.5,Training1047
0.5846994535519126,0.14288355467907432,0.037935124140244136,1,Training1047
0.5355191256830601,-0.004552940036810817,0.13747544815911564,1,Training1047
0.546448087431694,0.06313030069390901,0.23701577217798714,1,Training1047
0.5655737704918032,0.12159999999999992,0.037935124140244136,0.25,Training1048
0.5819672131147541,0.13016869116779017,0.13747544815911564,0.25,Training1048
0.5409836065573771,0.03985009369144298,0.23701577217798714,0.25,Training1048
0.5737704918032787,0.11632514084071058,0.037935124140244136,0.5,Training1048
0.5382513661202186,0.02423095125414099,0.13747544815911564,0.5,Training1048
0.5437158469945356,0.05134254229396242,0.23701577217798714,0.5,Training1048
0.5846994535519126,0.13967586292218218,0.037935124140244136,1,Training1048
0.546448087431694,0.06718663636921948,0.13747544815911564,1,Training1048
0.5273224043715847,0.023563519723652903,0.23701577217798714,1,Training1048
0.5355191256830601,0,0.037935124140244136,0.25,Training1049
0.5546448087431693,0.06653105930214341,0.13747544815911564,0.25,Training1049
0.5655737704918032,0.10687866417017078,0.23701577217798714,0.25,Training1049
0.5765027322404371,0.11306713361058121,0.037935124140244136,0.5,Training1049
0.5628415300546448,0.10447761194029846,0.13747544815911564,0.5,Training1049
0.5409836065573771,0.048350151674611555,0.23701577217798714,0.5,Training1049
0.5355191256830601,0,0.037935124140244136,1,Training1049
0.5437158469945356,0.06194174161269528,0.13747544815911564,1,Training1049
0.5,-0.04885840458517337,0.23701577217798714,1,Training1049
