Accuracy,Kappa,size,decay,Resample
0.5655737704918032,0.09114477588630313,5,0.1,Training1009
0.5300546448087432,0,1,1,Training1009
0.5300546448087432,0,2,1,Training1009
0.5300546448087432,0,3,1,Training1009
0.5300546448087432,0,4,1,Training1009
0.5300546448087432,0,5,1,Training1009
0.5601092896174863,0.06350719938972049,1,0.001,Training1010
0.5655737704918032,0.09448230790775827,2,0.001,Training1010
0.5491803278688525,0.08224674022066203,3,0.001,Training1010
0.5437158469945356,0.0474988312295466,4,0.001,Training1010
0.5273224043715847,0.010316046140860775,5,0.001,Training1010
0.5655737704918032,0.09040607708899907,1,0.01,Training1010
0.5491803278688525,0.06727828746177371,2,0.01,Training1010
0.5601092896174863,0.09923874163074374,3,0.01,Training1010
0.5628415300546448,0.0998801069814625,4,0.01,Training1010
0.5601092896174863,0.10318692356862373,5,0.01,Training1010
0.5683060109289617,0.09306483485461553,1,0.1,Training1010
0.5683060109289617,0.09306483485461553,2,0.1,Training1010
0.5546448087431693,0.0703132304815333,3,0.1,Training1010
0.5683060109289617,0.09306483485461553,4,0.1,Training1010
0.5710382513661202,0.09914401279277582,5,0.1,Training1010
0.5327868852459017,0,1,1,Training1010
0.5327868852459017,0,2,1,Training1010
0.5327868852459017,0,3,1,Training1010
0.5327868852459017,0,4,1,Training1010
0.5327868852459017,0,5,1,Training1010
0.5628415300546448,0.06429758404704072,1,0.001,Training1011
0.5683060109289617,0.09700187382885693,2,0.001,Training1011
0.5273224043715847,0.03821733450800504,3,0.001,Training1011
0.5655737704918032,0.10330056396190937,4,0.001,Training1011
0.5273224043715847,0.029787625264319148,5,0.001,Training1011
0.5655737704918032,0.08721021426106587,1,0.01,Training1011
0.5573770491803278,0.08454792490118572,2,0.01,Training1011
0.5628415300546448,0.09073970560834715,3,0.01,Training1011
0.5300546448087432,0.019378154402143435,4,0.01,Training1011
0.5519125683060109,0.07100848139664441,5,0.01,Training1011
0.5683060109289617,0.08960957178841306,1,0.1,Training1011
0.5710382513661202,0.09500110246637458,2,0.1,Training1011
0.5710382513661202,0.09500110246637458,3,0.1,Training1011
0.5710382513661202,0.09500110246637458,4,0.1,Training1011
0.5710382513661202,0.09500110246637458,5,0.1,Training1011
0.5355191256830601,0,1,1,Training1011
0.5355191256830601,0,2,1,Training1011
0.5355191256830601,0,3,1,Training1011
0.5355191256830601,0,4,1,Training1011
0.5355191256830601,0,5,1,Training1011
0.5628415300546448,0.06429758404704072,1,0.001,Training1012
0.5546448087431693,0.06653105930214341,2,0.001,Training1012
0.5437158469945356,0.04517761739619456,3,0.001,Training1012
0.5628415300546448,0.0936668111186775,4,0.001,Training1012
0.5683060109289617,0.11496786042240574,5,0.001,Training1012
0.5737704918032787,0.10552700839704221,1,0.01,Training1012
0.5519125683060109,0.0680081982485558,2,0.01,Training1012
0.5683060109289617,0.11426295797083688,3,0.01,Training1012
0.5491803278688525,0.07905572330496843,4,0.01,Training1012
0.5409836065573771,0.05745294009442642,5,0.01,Training1012
0.5655737704918032,0.08347245409015004,1,0.1,Training1012
0.5710382513661202,0.09500110246637458,2,0.1,Training1012
0.5683060109289617,0.08960957178841306,3,0.1,Training1012
0.5683060109289617,0.08960957178841306,4,0.1,Training1012
0.5710382513661202,0.09500110246637458,5,0.1,Training1012
0.5355191256830601,0,1,1,Training1012
0.5355191256830601,0,2,1,Training1012
0.5355191256830601,0,3,1,Training1012
0.5355191256830601,0,4,1,Training1012
0.5355191256830601,0,5,1,Training1012
0.5601092896174863,0.05884044082414938,1,0.001,Training1013
0.5655737704918032,0.09896881677143644,2,0.001,Training1013
0.5491803278688525,0.05737832859863276,3,0.001,Training1013
0.5601092896174863,0.08468731554257655,4,0.001,Training1013
0.5382513661202186,0.06193697109405814,5,0.001,Training1013
0.5546448087431693,0.06653105930214341,1,0.01,Training1013
0.5573770491803278,0.08085818813170444,2,0.01,Training1013
0.5628415300546448,0.10518916936617552,3,0.01,Training1013
0.5601092896174863,0.09274826789838317,4,0.01,Training1013
0.5683060109289617,0.11567164179104475,5,0.01,Training1013
0.5710382513661202,0.09351632749645035,1,0.1,Training1013
0.5737704918032787,0.1003970504821326,2,0.1,Training1013
0.5737704918032787,0.1003970504821326,3,0.1,Training1013
0.5737704918032787,0.1003970504821326,4,0.1,Training1013
0.5765027322404371,0.1057974212666687,5,0.1,Training1013
0.5355191256830601,0,1,1,Training1013
0.5355191256830601,0,2,1,Training1013
0.5355191256830601,0,3,1,Training1013
0.5355191256830601,0,4,1,Training1013
0.5355191256830601,0,5,1,Training1013
0.5601092896174863,0.05884044082414938,1,0.001,Training1014
0.5683060109289617,0.09700187382885693,2,0.001,Training1014
0.5737704918032787,0.10843222985633977,3,0.001,Training1014
0.5683060109289617,0.12471998546951613,4,0.001,Training1014
0.5601092896174863,0.08836907082521096,5,0.001,Training1014
0.5710382513661202,0.10089187920513203,1,0.01,Training1014
0.5573770491803278,0.08528232027152098,2,0.01,Training1014
0.5573770491803278,0.08820815648643646,3,0.01,Training1014
0.5628415300546448,0.100902782042621,4,0.01,Training1014
0.5382513661202186,0.04842927909910472,5,0.01,Training1014
0.5683060109289617,0.08960957178841306,1,0.1,Training1014
0.5710382513661202,0.09574166745349817,2,0.1,Training1014
0.5710382513661202,0.09574166745349817,3,0.1,Training1014
0.5710382513661202,0.09574166745349817,4,0.1,Training1014
0.5710382513661202,0.09574166745349817,5,0.1,Training1014
0.5355191256830601,0,1,1,Training1014
0.5355191256830601,0,2,1,Training1014
0.5355191256830601,0,3,1,Training1014
0.5355191256830601,0,4,1,Training1014
0.5355191256830601,0,5,1,Training1014
0.5519125683060109,0.07250139069163714,1,0.001,Training1015
0.5710382513661202,0.10380860288842428,2,0.001,Training1015
0.5273224043715847,0.03973429585368079,3,0.001,Training1015
0.5409836065573771,0.06119457676804704,4,0.001,Training1015
0.5355191256830601,0.028419737663960148,5,0.001,Training1015
0.5710382513661202,0.1001597293996053,1,0.01,Training1015
0.5573770491803278,0.08085818813170444,2,0.01,Training1015
0.5601092896174863,0.08542604376843065,3,0.01,Training1015
0.5382513661202186,0.043839851599938244,4,0.01,Training1015
0.5409836065573771,0.058203651513295075,5,0.01,Training1015
0.5710382513661202,0.09500110246637458,1,0.1,Training1015
0.5710382513661202,0.09574166745349817,2,0.1,Training1015
0.5710382513661202,0.09574166745349817,3,0.1,Training1015
0.5710382513661202,0.09574166745349817,4,0.1,Training1015
0.5710382513661202,0.09574166745349817,5,0.1,Training1015
0.5355191256830601,0,1,1,Training1015
0.5355191256830601,0,2,1,Training1015
0.5355191256830601,0,3,1,Training1015
0.5355191256830601,0,4,1,Training1015
0.5355191256830601,0,5,1,Training1015
0.5409836065573771,0.04681589880324924,1,0.001,Training1016
0.5655737704918032,0.09165548028595502,2,0.001,Training1016
0.5737704918032787,0.10843222985633977,3,0.001,Training1016
0.505464480874317,-0.044197850004728735,4,0.001,Training1016
0.5655737704918032,0.09969367864104686,5,0.001,Training1016
0.5710382513661202,0.09942638623326941,1,0.01,Training1016
0.5683060109289617,0.10929702421292575,2,0.01,Training1016
0.5737704918032787,0.1296341463414634,3,0.01,Training1016
0.5409836065573771,0.0452766908887647,4,0.01,Training1016
0.546448087431694,0.05050947052572361,5,0.01,Training1016
0.5765027322404371,0.1057974212666687,1,0.1,Training1016
0.5710382513661202,0.09500110246637458,2,0.1,Training1016
0.5655737704918032,0.08869679601616076,3,0.1,Training1016
0.5710382513661202,0.09500110246637458,4,0.1,Training1016
0.5710382513661202,0.09500110246637458,5,0.1,Training1016
0.5355191256830601,0,1,1,Training1016
0.5355191256830601,0,2,1,Training1016
0.5355191256830601,0,3,1,Training1016
0.5355191256830601,0,4,1,Training1016
0.5355191256830601,0,5,1,Training1016
0.5573770491803278,0.05804975693451523,1,0.001,Training1017
0.5573770491803278,0.07567112524553346,2,0.001,Training1017
0.5601092896174863,0.10187471422039311,3,0.001,Training1017
0.5628415300546448,0.10777950452509363,4,0.001,Training1017
0.5737704918032787,0.11848077813802675,5,0.001,Training1017
0.5765027322404371,0.11660282163879268,1,0.01,Training1017
0.5573770491803278,0.08389728376749787,2,0.01,Training1017
0.5683060109289617,0.1163472998991473,3,0.01,Training1017
0.5491803278688525,0.07003603437124639,4,0.01,Training1017
0.5573770491803278,0.09131034482758597,5,0.01,Training1017
0.5683060109289617,0.09306483485461553,1,0.1,Training1017
0.5710382513661202,0.09914401279277582,2,0.1,Training1017
0.5710382513661202,0.09914401279277582,3,0.1,Training1017
0.5710382513661202,0.09914401279277582,4,0.1,Training1017
0.5710382513661202,0.09914401279277582,5,0.1,Training1017
0.5327868852459017,0,1,1,Training1017
0.5327868852459017,0,2,1,Training1017
0.5327868852459017,0,3,1,Training1017
0.5327868852459017,0,4,1,Training1017
0.5327868852459017,0,5,1,Training1017
0.5491803278688525,0.06722066046770257,1,0.001,Training1018
0.5655737704918032,0.09165548028595502,2,0.001,Training1018
0.5519125683060109,0.06271080574640843,3,0.001,Training1018
0.5409836065573771,0.03593603010348074,4,0.001,Training1018
0.5601092896174863,0.07723386263271623,5,0.001,Training1018
0.5710382513661202,0.09942638623326941,1,0.01,Training1018
0.5437158469945356,0.0543952473777035,2,0.01,Training1018
0.5765027322404371,0.13896730716692454,3,0.01,Training1018
0.5683060109289617,0.11567164179104475,4,0.01,Training1018
0.546448087431694,0.0656947776342499,5,0.01,Training1018
0.5710382513661202,0.09500110246637458,1,0.1,Training1018
0.5710382513661202,0.09574166745349817,2,0.1,Training1018
0.5710382513661202,0.09574166745349817,3,0.1,Training1018
0.5737704918032787,0.10113350125944581,4,0.1,Training1018
0.5737704918032787,0.10113350125944581,5,0.1,Training1018
0.5355191256830601,0,1,1,Training1018
0.5355191256830601,0,2,1,Training1018
0.5355191256830601,0,3,1,Training1018
0.5355191256830601,0,4,1,Training1018
0.5355191256830601,0,5,1,Training1018
0.5846994535519126,0.13129294191130544,1,0.001,Training1019
0.5683060109289617,0.09773450664669524,2,0.001,Training1019
0.5765027322404371,0.11017347931110198,3,0.001,Training1019
0.5409836065573771,0.050642292490118715,4,0.001,Training1019
0.4972677595628415,-0.01931343464309506,5,0.001,Training1019
0.5737704918032787,0.10625508734581417,1,0.01,Training1019
0.5601092896174863,0.08689992871974442,2,0.01,Training1019
0.5683060109289617,0.11637430474909834,3,0.01,Training1019
0.5437158469945356,0.05818361120527606,4,0.01,Training1019
0.5437158469945356,0.06641209714372993,5,0.01,Training1019
0.5765027322404371,0.10726088188084215,1,0.1,Training1019
0.5655737704918032,0.08943827257080249,2,0.1,Training1019
0.5765027322404371,0.10799081732129924,3,0.1,Training1019
0.5737704918032787,0.10186874724721563,4,0.1,Training1019
0.5737704918032787,0.10186874724721563,5,0.1,Training1019
0.5355191256830601,0,1,1,Training1019
0.5355191256830601,0,2,1,Training1019
0.5355191256830601,0,3,1,Training1019
0.5355191256830601,0,4,1,Training1019
0.5355191256830601,0,5,1,Training1019
0.5628415300546448,0.06048451788865711,1,0.001,Training1020
0.5710382513661202,0.10111691643462739,2,0.001,Training1020
0.5382513661202186,0.0603979948351816,3,0.001,Training1020
0.5628415300546448,0.09307728047080675,4,0.001,Training1020
0.5655737704918032,0.08485610945117135,5,0.001,Training1020
0.5765027322404371,0.11022930455785934,1,0.01,Training1020
0.5628415300546448,0.08912739150723278,2,0.01,Training1020
0.5819672131147541,0.14790468364831547,3,0.01,Training1020
0.5765027322404371,0.1315861984508465,4,0.01,Training1020
0.5519125683060109,0.06959729671079118,5,0.01,Training1020
0.5792349726775956,0.10932018583483437,1,0.1,Training1020
0.5765027322404371,0.10472493135119779,2,0.1,Training1020
0.5765027322404371,0.10472493135119779,3,0.1,Training1020
0.5792349726775956,0.11010767627648482,4,0.1,Training1020
0.5792349726775956,0.11010767627648482,5,0.1,Training1020
0.5382513661202186,0,1,1,Training1020
0.5382513661202186,0,2,1,Training1020
0.5382513661202186,0,3,1,Training1020
0.5382513661202186,0,4,1,Training1020
0.5382513661202186,0,5,1,Training1020
0.5655737704918032,0.06135681796186943,1,0.001,Training1021
0.5765027322404371,0.10995010825567156,2,0.001,Training1021
0.5710382513661202,0.10352897126275389,3,0.001,Training1021
0.5628415300546448,0.07733030818680264,4,0.001,Training1021
0.5628415300546448,0.09696521095484817,5,0.001,Training1021
0.5792349726775956,0.11276917264828087,1,0.01,Training1021
0.5601092896174863,0.08240680183126205,2,0.01,Training1021
0.5601092896174863,0.07982760236109794,3,0.01,Training1021
0.5546448087431693,0.0657709292492717,4,0.01,Training1021
0.5710382513661202,0.10936482841997561,5,0.01,Training1021
0.5792349726775956,0.10516288816917505,1,0.1,Training1021
0.5846994535519126,0.11762466692044145,2,0.1,Training1021
0.5846994535519126,0.11762466692044145,3,0.1,Training1021
0.5846994535519126,0.11762466692044145,4,0.1,Training1021
0.5846994535519126,0.11762466692044145,5,0.1,Training1021
0.5409836065573771,0,1,1,Training1021
0.5409836065573771,0,2,1,Training1021
0.5409836065573771,0,3,1,Training1021
0.5409836065573771,0,4,1,Training1021
0.5409836065573771,0,5,1,Training1021
0.5628415300546448,0.05591023408783117,1,0.001,Training1022
0.5683060109289617,0.09144042232277506,2,0.001,Training1022
0.5819672131147541,0.12060680297748044,3,0.001,Training1022
0.592896174863388,0.16253570441352622,4,0.001,Training1022
0.5710382513661202,0.11757117847599736,5,0.001,Training1022
0.5792349726775956,0.11276917264828087,1,0.01,Training1022
0.5683060109289617,0.09739651620153568,2,0.01,Training1022
0.5737704918032787,0.10965568862275443,3,0.01,Training1022
0.5546448087431693,0.092212179311604,4,0.01,Training1022
0.5683060109289617,0.1180453879941434,5,0.01,Training1022
0.587431693989071,0.12301247262686844,1,0.1,Training1022
0.5846994535519126,0.11762466692044145,2,0.1,Training1022
0.5846994535519126,0.11762466692044145,3,0.1,Training1022
0.5846994535519126,0.11762466692044145,4,0.1,Training1022
0.5846994535519126,0.11762466692044145,5,0.1,Training1022
0.5409836065573771,0,1,1,Training1022
0.5409836065573771,0,2,1,Training1022
0.5409836065573771,0,3,1,Training1022
0.5409836065573771,0,4,1,Training1022
0.5409836065573771,0,5,1,Training1022
0.48360655737704916,0.01380057597445179,1,0.001,Training1023
0.5573770491803278,0.06881929830071923,2,0.001,Training1023
0.546448087431694,0.060696948146315904,3,0.001,Training1023
0.5710382513661202,0.11277522156687138,4,0.001,Training1023
0.5710382513661202,0.10425565081839427,5,0.001,Training1023
0.5765027322404371,0.11022930455785934,1,0.01,Training1023
0.5655737704918032,0.09442594379259893,2,0.01,Training1023
0.5683060109289617,0.10129611786280407,3,0.01,Training1023
0.5491803278688525,0.06997874765146145,4,0.01,Training1023
0.5601092896174863,0.08463044086121715,5,0.01,Training1023
0.5792349726775956,0.10932018583483437,1,0.1,Training1023
0.5819672131147541,0.11549518243563407,2,0.1,Training1023
0.5819672131147541,0.11549518243563407,3,0.1,Training1023
0.5819672131147541,0.11549518243563407,4,0.1,Training1023
0.5819672131147541,0.11549518243563407,5,0.1,Training1023
0.5382513661202186,0,1,1,Training1023
0.5382513661202186,0,2,1,Training1023
0.5382513661202186,0,3,1,Training1023
0.5382513661202186,0,4,1,Training1023
0.5382513661202186,0,5,1,Training1023
0.5163934426229508,0.018424800751537865,1,0.001,Training1024
0.5683060109289617,0.0942013094827855,2,0.001,Training1024
0.5655737704918032,0.09991647848547637,3,0.001,Training1024
0.5546448087431693,0.06676469668053668,4,0.001,Training1024
0.5546448087431693,0.07647295581906552,5,0.001,Training1024
0.5710382513661202,0.0987483923586059,1,0.01,Training1024
0.5655737704918032,0.09442594379259893,2,0.01,Training1024
0.5655737704918032,0.09521440343294235,3,0.01,Training1024
0.5409836065573771,0.03855896425555875,4,0.01,Training1024
0.5491803278688525,0.05614078959707432,5,0.01,Training1024
0.5792349726775956,0.10932018583483437,1,0.1,Training1024
0.5846994535519126,0.12088745614866771,2,0.1,Training1024
0.5846994535519126,0.12088745614866771,3,0.1,Training1024
0.5846994535519126,0.12088745614866771,4,0.1,Training1024
0.5846994535519126,0.12088745614866771,5,0.1,Training1024
0.5382513661202186,0,1,1,Training1024
0.5382513661202186,0,2,1,Training1024
0.5382513661202186,0,3,1,Training1024
0.5382513661202186,0,4,1,Training1024
0.5382513661202186,0,5,1,Training1024
0.5136612021857924,0.012460209185993727,1,0.001,Training1025
0.5737704918032787,0.10723332395159012,2,0.001,Training1025
0.5683060109289617,0.09578759733558485,3,0.001,Training1025
0.5765027322404371,0.12256008908961535,4,0.001,Training1025
0.5792349726775956,0.12328511432571158,5,0.001,Training1025
0.5710382513661202,0.0987483923586059,1,0.01,Training1025
0.5655737704918032,0.09442594379259893,2,0.01,Training1025
0.5601092896174863,0.0948665171576909,3,0.01,Training1025
0.5519125683060109,0.08155583437892092,4,0.01,Training1025
0.5628415300546448,0.10087517273146011,5,0.01,Training1025
0.5765027322404371,0.1031397223890979,1,0.1,Training1025
0.5792349726775956,0.10932018583483437,2,0.1,Training1025
0.5792349726775956,0.10932018583483437,3,0.1,Training1025
0.5792349726775956,0.10932018583483437,4,0.1,Training1025
0.5792349726775956,0.10932018583483437,5,0.1,Training1025
0.5382513661202186,0,1,1,Training1025
0.5382513661202186,0,2,1,Training1025
0.5382513661202186,0,3,1,Training1025
0.5382513661202186,0,4,1,Training1025
0.5382513661202186,0,5,1,Training1025
0.5136612021857924,0.013148327678138715,1,0.001,Training1026
