Accuracy,Kappa,size,decay,Resample
0.5710382513661202,0.1045348293595137,2,0.001,Training1026
0.5737704918032787,0.1134712129681385,3,0.001,Training1026
0.5519125683060109,0.06347126006365832,4,0.001,Training1026
0.546448087431694,0.08829531812725105,5,0.001,Training1026
0.5710382513661202,0.10162283856039515,1,0.01,Training1026
0.5628415300546448,0.09220561790785624,2,0.01,Training1026
0.5546448087431693,0.08586926542245082,3,0.01,Training1026
0.5437158469945356,0.0671530173071641,4,0.01,Training1026
0.5546448087431693,0.0740648766102745,5,0.01,Training1026
0.5737704918032787,0.10113350125944581,1,0.1,Training1026
0.5765027322404371,0.10726088188084215,2,0.1,Training1026
0.5765027322404371,0.10726088188084215,3,0.1,Training1026
0.5792349726775956,0.11338325048763595,4,0.1,Training1026
0.5765027322404371,0.10726088188084215,5,0.1,Training1026
0.5355191256830601,0,1,1,Training1026
0.5355191256830601,0,2,1,Training1026
0.5355191256830601,0,3,1,Training1026
0.5355191256830601,0,4,1,Training1026
0.5355191256830601,0,5,1,Training1026
0.5601092896174863,0.05962146117264029,1,0.001,Training1027
0.5300546448087432,0.024907063197026135,2,0.001,Training1027
0.546448087431694,0.049737237237237386,3,0.001,Training1027
0.5710382513661202,0.11457980215106775,4,0.001,Training1027
0.5409836065573771,0.06119457676804704,5,0.001,Training1027
0.5519125683060109,0.06347126006365832,1,0.01,Training1027
0.5601092896174863,0.08689992871974442,2,0.01,Training1027
0.5573770491803278,0.0786300348085529,3,0.01,Training1027
0.546448087431694,0.07015610651974293,4,0.01,Training1027
0.5218579234972678,0.01857129723269277,5,0.01,Training1027
0.5792349726775956,0.11265743073047858,1,0.1,Training1027
0.5792349726775956,0.11265743073047858,2,0.1,Training1027
0.5819672131147541,0.11805839921882366,3,0.1,Training1027
0.5792349726775956,0.11265743073047858,4,0.1,Training1027
0.5792349726775956,0.11265743073047858,5,0.1,Training1027
0.5355191256830601,0,1,1,Training1027
0.5355191256830601,0,2,1,Training1027
0.5355191256830601,0,3,1,Training1027
0.5355191256830601,0,4,1,Training1027
0.5355191256830601,0,5,1,Training1027
0.5109289617486339,0.006490552303539502,1,0.001,Training1028
0.5710382513661202,0.10268902838939366,2,0.001,Training1028
0.5765027322404371,0.1263436720362212,3,0.001,Training1028
0.5655737704918032,0.09046294270263507,4,0.001,Training1028
0.5355191256830601,0.02111324376199626,5,0.001,Training1028
0.5683060109289617,0.0942013094827855,1,0.01,Training1028
0.5601092896174863,0.08383345253272778,2,0.01,Training1028
0.5628415300546448,0.08912739150723278,3,0.01,Training1028
0.5546448087431693,0.08832788288150609,4,0.01,Training1028
0.5628415300546448,0.09699306090979164,5,0.01,Training1028
0.5737704918032787,0.09934694135091632,1,0.1,Training1028
0.5765027322404371,0.10472493135119779,2,0.1,Training1028
0.5765027322404371,0.10472493135119779,3,0.1,Training1028
0.5765027322404371,0.10472493135119779,4,0.1,Training1028
0.5765027322404371,0.10472493135119779,5,0.1,Training1028
0.5382513661202186,0,1,1,Training1028
0.5382513661202186,0,2,1,Training1028
0.5382513661202186,0,3,1,Training1028
0.5382513661202186,0,4,1,Training1028
0.5382513661202186,0,5,1,Training1028
0.5628415300546448,0.06048451788865711,1,0.001,Training1029
0.5519125683060109,0.07680949890799463,2,0.001,Training1029
0.5683060109289617,0.12786173196995732,3,0.001,Training1029
0.5327868852459017,0.03699030620095403,4,0.001,Training1029
0.546448087431694,0.04917211806316312,5,0.001,Training1029
0.5437158469945356,0.04553546331865457,1,0.01,Training1029
0.5601092896174863,0.08463044086121715,2,0.01,Training1029
0.5628415300546448,0.090711468587932,3,0.01,Training1029
0.5683060109289617,0.12043318224682865,4,0.01,Training1029
0.5355191256830601,0.04220929158585018,5,0.01,Training1029
0.5765027322404371,0.10551543628393921,1,0.1,Training1029
0.5792349726775956,0.11167848699763588,2,0.1,Training1029
0.5792349726775956,0.11167848699763588,3,0.1,Training1029
0.5792349726775956,0.11167848699763588,4,0.1,Training1029
0.5765027322404371,0.10551543628393921,5,0.1,Training1029
0.5382513661202186,0,1,1,Training1029
0.5382513661202186,0,2,1,Training1029
0.5382513661202186,0,3,1,Training1029
0.5382513661202186,0,4,1,Training1029
0.5382513661202186,0,5,1,Training1029
0.5081967213114754,0.0013642564802183637,1,0.001,Training1030
0.5655737704918032,0.09363610877488084,2,0.001,Training1030
0.5409836065573771,0.05102324289286053,3,0.001,Training1030
0.546448087431694,0.06875938812421463,4,0.001,Training1030
0.5710382513661202,0.11046781634106313,5,0.001,Training1030
0.5710382513661202,0.10032879286049783,1,0.01,Training1030
0.5628415300546448,0.08992011935473829,2,0.01,Training1030
0.5710382513661202,0.10737254170938569,3,0.01,Training1030
0.5437158469945356,0.06914196948006453,4,0.01,Training1030
0.5491803278688525,0.06997874765146145,5,0.01,Training1030
0.5792349726775956,0.1124618146316882,1,0.1,Training1030
0.5819672131147541,0.118613655680423,2,0.1,Training1030
0.5819672131147541,0.118613655680423,3,0.1,Training1030
0.5819672131147541,0.118613655680423,4,0.1,Training1030
0.5819672131147541,0.118613655680423,5,0.1,Training1030
0.5382513661202186,0,1,1,Training1030
0.5382513661202186,0,2,1,Training1030
0.5382513661202186,0,3,1,Training1030
0.5382513661202186,0,4,1,Training1030
0.5382513661202186,0,5,1,Training1030
0.5628415300546448,0.06048451788865711,1,0.001,Training1031
0.5710382513661202,0.10268902838939366,2,0.001,Training1031
0.5573770491803278,0.0904181879544686,3,0.001,Training1031
0.5737704918032787,0.13156693943357767,4,0.001,Training1031
0.5327868852459017,0.027775188740796028,5,0.001,Training1031
0.5710382513661202,0.10032879286049783,1,0.01,Training1031
0.5655737704918032,0.09600149128530142,2,0.01,Training1031
0.5546448087431693,0.0898855835240272,3,0.01,Training1031
0.5491803278688525,0.07237872876409336,4,0.01,Training1031
0.5491803278688525,0.067566315659451,5,0.01,Training1031
0.5792349726775956,0.11167848699763588,1,0.1,Training1031
0.5819672131147541,0.11783610069630404,2,0.1,Training1031
0.5846994535519126,0.12398828457153642,3,0.1,Training1031
0.5819672131147541,0.11783610069630404,4,0.1,Training1031
0.5846994535519126,0.12398828457153642,5,0.1,Training1031
0.5382513661202186,0,1,1,Training1031
0.5382513661202186,0,2,1,Training1031
0.5382513661202186,0,3,1,Training1031
0.5382513661202186,0,4,1,Training1031
0.5382513661202186,0,5,1,Training1031
0.48633879781420764,0.024083056761126577,1,0.001,Training1032
0.5546448087431693,0.05685015967369644,2,0.001,Training1032
0.5655737704918032,0.10147299509001623,3,0.001,Training1032
0.5710382513661202,0.10892286697887886,4,0.001,Training1032
0.5710382513661202,0.09953928605008289,5,0.001,Training1032
0.546448087431694,0.05579212383054116,1,0.01,Training1032
0.5628415300546448,0.090711468587932,2,0.01,Training1032
0.5573770491803278,0.08806791965301909,3,0.01,Training1032
0.5273224043715847,0.029073511822614837,4,0.01,Training1032
0.5355191256830601,0.04467987102717654,5,0.01,Training1032
0.5737704918032787,0.10093534469183998,1,0.1,Training1032
0.5792349726775956,0.1124618146316882,2,0.1,Training1032
0.5792349726775956,0.1124618146316882,3,0.1,Training1032
0.5819672131147541,0.118613655680423,4,0.1,Training1032
0.5819672131147541,0.118613655680423,5,0.1,Training1032
0.5382513661202186,0,1,1,Training1032
0.5382513661202186,0,2,1,Training1032
0.5382513661202186,0,3,1,Training1032
0.5382513661202186,0,4,1,Training1032
0.5382513661202186,0,5,1,Training1032
0.5081967213114754,4.854958125986859e-4,1,0.001,Training1033
0.5409836065573771,0.042958535674262374,2,0.001,Training1033
0.5628415300546448,0.0965751311323664,3,0.001,Training1033
0.5437158469945356,0.057428368750578274,4,0.001,Training1033
0.5409836065573771,0.049879473391433365,5,0.001,Training1033
0.5737704918032787,0.10987777500623595,1,0.01,Training1033
0.5683060109289617,0.11284977908689246,2,0.01,Training1033
0.5519125683060109,0.0784253515936865,3,0.01,Training1033
0.546448087431694,0.08256825320125649,4,0.01,Training1033
0.5081967213114754,-0.007462686567164111,5,0.01,Training1033
0.5819672131147541,0.12165511183612003,1,0.1,Training1033
0.5846994535519126,0.1277516462841015,2,0.1,Training1033
0.5846994535519126,0.1277516462841015,3,0.1,Training1033
0.5846994535519126,0.1277516462841015,4,0.1,Training1033
0.5846994535519126,0.1277516462841015,5,0.1,Training1033
0.5355191256830601,0,1,1,Training1033
0.5355191256830601,0,2,1,Training1033
0.5355191256830601,0,3,1,Training1033
0.5355191256830601,0,4,1,Training1033
0.5355191256830601,0,5,1,Training1033
0.5601092896174863,0.06493382842997227,1,0.001,Training1034
0.5655737704918032,0.09650675360968791,2,0.001,Training1034
0.5273224043715847,0.0050909776562647596,3,0.001,Training1034
0.5191256830601093,0.02213316331177693,4,0.001,Training1034
0.5273224043715847,0.029252138717689353,5,0.001,Training1034
0.5737704918032787,0.11256178308309227,1,0.01,Training1034
0.5655737704918032,0.10186128345217141,2,0.01,Training1034
0.5546448087431693,0.0880491607814362,3,0.01,Training1034
0.5546448087431693,0.07584347987731184,4,0.01,Training1034
0.5355191256830601,0.0415010629448194,5,0.01,Training1034
0.5792349726775956,0.1193400206243553,1,0.1,Training1034
0.5792349726775956,0.1193400206243553,2,0.1,Training1034
0.5792349726775956,0.1193400206243553,3,0.1,Training1034
0.5792349726775956,0.1193400206243553,4,0.1,Training1034
0.5792349726775956,0.1193400206243553,5,0.1,Training1034
0.5327868852459017,0,1,1,Training1034
0.5327868852459017,0,2,1,Training1034
0.5327868852459017,0,3,1,Training1034
0.5327868852459017,0,4,1,Training1034
0.5327868852459017,0,5,1,Training1034
0.5109289617486339,0.00564611601857745,1,0.001,Training1035
0.5655737704918032,0.09312762973352025,2,0.001,Training1035
0.5683060109289617,0.10858305586385494,3,0.001,Training1035
0.5382513661202186,0.045374571719603525,4,0.001,Training1035
0.5519125683060109,0.06951075835555262,5,0.001,Training1035
0.5765027322404371,0.11594202898550718,1,0.01,Training1035
0.5710382513661202,0.11244632541472288,2,0.01,Training1035
0.5601092896174863,0.09852216748768453,3,0.01,Training1035
0.5601092896174863,0.10704652220033319,4,0.01,Training1035
0.5601092896174863,0.09419866572385997,5,0.01,Training1035
0.587431693989071,0.13454852954993887,1,0.1,Training1035
0.587431693989071,0.13454852954993887,2,0.1,Training1035
0.587431693989071,0.13454852954993887,3,0.1,Training1035
0.587431693989071,0.13454852954993887,4,0.1,Training1035
0.587431693989071,0.13454852954993887,5,0.1,Training1035
0.5355191256830601,0,1,1,Training1035
0.5355191256830601,0,2,1,Training1035
0.5355191256830601,0,3,1,Training1035
0.5355191256830601,0,4,1,Training1035
0.5355191256830601,0,5,1,Training1035
0.5109289617486339,0.011885011010225847,1,0.001,Training1036
0.5628415300546448,0.08779363200199373,2,0.001,Training1036
0.5792349726775956,0.12624790723631166,3,0.001,Training1036
0.5573770491803278,0.11578382247673581,4,0.001,Training1036
0.5327868852459017,0.05083563347386946,5,0.001,Training1036
0.5765027322404371,0.11665784310672338,1,0.01,Training1036
0.5710382513661202,0.11244632541472288,2,0.01,Training1036
0.5655737704918032,0.1075908602975003,3,0.01,Training1036
0.5491803278688525,0.07685957993212887,4,0.01,Training1036
0.5437158469945356,0.048270063218211805,5,0.01,Training1036
0.5901639344262295,0.14202662999312363,1,0.1,Training1036
0.587431693989071,0.13665760614865483,2,0.1,Training1036
0.587431693989071,0.13665760614865483,3,0.1,Training1036
0.587431693989071,0.13665760614865483,4,0.1,Training1036
0.5846994535519126,0.1305869850596986,5,0.1,Training1036
0.5355191256830601,0,1,1,Training1036
0.5355191256830601,0,2,1,Training1036
0.5355191256830601,0,3,1,Training1036
0.5355191256830601,0,4,1,Training1036
0.5355191256830601,0,5,1,Training1036
0.5628415300546448,0.06584992343032153,1,0.001,Training1037
0.5737704918032787,0.1134712129681385,2,0.001,Training1037
0.5655737704918032,0.09386191647721945,3,0.001,Training1037
0.5765027322404371,0.1195095452428991,4,0.001,Training1037
0.5437158469945356,0.0536339144706284,5,0.001,Training1037
0.5765027322404371,0.11665784310672338,1,0.01,Training1037
0.5683060109289617,0.1071516798418972,2,0.01,Training1037
0.5737704918032787,0.12057174542542037,3,0.01,Training1037
0.587431693989071,0.14292360658788494,4,0.01,Training1037
0.5573770491803278,0.08966406681815374,5,0.01,Training1037
0.5792349726775956,0.11843093093093092,1,0.1,Training1037
0.5846994535519126,0.1291716235677164,2,0.1,Training1037
0.5819672131147541,0.12308559616649435,3,0.1,Training1037
0.5846994535519126,0.1291716235677164,4,0.1,Training1037
0.5819672131147541,0.12308559616649435,5,0.1,Training1037
0.5355191256830601,0,1,1,Training1037
0.5355191256830601,0,2,1,Training1037
0.5355191256830601,0,3,1,Training1037
0.5355191256830601,0,4,1,Training1037
0.5355191256830601,0,5,1,Training1037
0.5655737704918032,0.06677571442316946,1,0.001,Training1038
0.5382513661202186,0.04907296374873162,2,0.001,Training1038
0.5683060109289617,0.09815663890708319,3,0.001,Training1038
0.5491803278688525,0.07397184653601999,4,0.001,Training1038
0.5327868852459017,0.05410633860290795,5,0.001,Training1038
0.5765027322404371,0.11489374980497394,1,0.01,Training1038
0.5765027322404371,0.13307252666646288,2,0.01,Training1038
0.5573770491803278,0.09197831480290347,3,0.01,Training1038
0.5218579234972678,-0.0028182245185532496,4,0.01,Training1038
0.5437158469945356,0.05870576277450945,5,0.01,Training1038
0.587431693989071,0.13319112895636623,1,0.1,Training1038
0.5846994535519126,0.12783369391402502,2,0.1,Training1038
0.587431693989071,0.13395179741122626,3,0.1,Training1038
0.5846994535519126,0.12783369391402502,4,0.1,Training1038
0.5846994535519126,0.12783369391402502,5,0.1,Training1038
0.5382513661202186,0,1,1,Training1038
0.5382513661202186,0,2,1,Training1038
0.5382513661202186,0,3,1,Training1038
0.5382513661202186,0,4,1,Training1038
0.5382513661202186,0,5,1,Training1038
0.5628415300546448,0.06584992343032153,1,0.001,Training1039
0.5710382513661202,0.10670646394925828,2,0.001,Training1039
0.5628415300546448,0.09729929707732145,3,0.001,Training1039
0.5519125683060109,0.07324604743082998,4,0.001,Training1039
0.5355191256830601,0.047750229568411406,5,0.001,Training1039
0.5792349726775956,0.12412978617603182,1,0.01,Training1039
0.5683060109289617,0.10786794199321184,2,0.01,Training1039
0.5573770491803278,0.09830281647302132,3,0.01,Training1039
0.5491803278688525,0.08269283349029387,4,0.01,Training1039
0.5628415300546448,0.10589959692194939,5,0.01,Training1039
0.5846994535519126,0.1298798798798799,1,0.1,Training1039
0.5846994535519126,0.1298798798798799,2,0.1,Training1039
0.5846994535519126,0.1298798798798799,3,0.1,Training1039
0.587431693989071,0.13595572371095332,4,0.1,Training1039
0.587431693989071,0.13595572371095332,5,0.1,Training1039
0.5355191256830601,0,1,1,Training1039
0.5355191256830601,0,2,1,Training1039
0.5355191256830601,0,3,1,Training1039
0.5355191256830601,0,4,1,Training1039
0.5355191256830601,0,5,1,Training1039
0.5546448087431693,0.07807139545665269,1,0.001,Training1040
0.5792349726775956,0.12098811640310642,2,0.001,Training1040
0.5601092896174863,0.08143413873733422,3,0.001,Training1040
0.5491803278688525,0.06997874765146145,4,0.001,Training1040
0.5546448087431693,0.09452691011747542,5,0.001,Training1040
0.5792349726775956,0.12175511857645918,1,0.01,Training1040
0.5737704918032787,0.11880729697194177,2,0.01,Training1040
0.5546448087431693,0.08676484095153529,3,0.01,Training1040
0.5491803278688525,0.07476635514018692,4,0.01,Training1040
0.5327868852459017,0.027775188740796028,5,0.01,Training1040
0.5846994535519126,0.12859872811002154,1,0.1,Training1040
0.5846994535519126,0.13012477718360066,2,0.1,Training1040
0.5846994535519126,0.13012477718360066,3,0.1,Training1040
0.5819672131147541,0.12401839627068785,4,0.1,Training1040
0.5846994535519126,0.13012477718360066,5,0.1,Training1040
0.5382513661202186,0,1,1,Training1040
0.5382513661202186,0,2,1,Training1040
0.5382513661202186,0,3,1,Training1040
0.5382513661202186,0,4,1,Training1040
0.5382513661202186,0,5,1,Training1040
0.5683060109289617,0.07306126374507088,1,0.001,Training1041
0.5573770491803278,0.06635593487229532,2,0.001,Training1041
0.5409836065573771,0.07656264079536253,3,0.001,Training1041
0.5382513661202186,0.02815573641705691,4,0.001,Training1041
0.5573770491803278,0.06963753334379397,5,0.001,Training1041
0.5819672131147541,0.127838519764508,1,0.01,Training1041
0.5710382513661202,0.11430685286229526,2,0.01,Training1041
0.5519125683060109,0.08625361546658528,3,0.01,Training1041
0.5519125683060109,0.08312711942076781,4,0.01,Training1041
0.5519125683060109,0.0760136695298788,5,0.01,Training1041
0.5846994535519126,0.13164549058783126,1,0.1,Training1041
0.587431693989071,0.13698116743183725,2,0.1,Training1041
0.587431693989071,0.13698116743183725,3,0.1,Training1041
0.587431693989071,0.13698116743183725,4,0.1,Training1041
0.587431693989071,0.13698116743183725,5,0.1,Training1041
0.5382513661202186,0,1,1,Training1041
0.5382513661202186,0,2,1,Training1041
0.5382513661202186,0,3,1,Training1041
0.5382513661202186,0,4,1,Training1041
0.5382513661202186,0,5,1,Training1041
0.5136612021857924,0.021596131318895942,1,0.001,Training1042
0.5765027322404371,0.11643771610129895,2,0.001,Training1042
0.5300546448087432,0.028428558199833375,3,0.001,Training1042
0.5382513661202186,0.05314882282705212,4,0.001,Training1042
0.5519125683060109,0.09090358343682778,5,0.001,Training1042
0.5819672131147541,0.127838519764508,1,0.01,Training1042
0.5792349726775956,0.13160570671432528,2,0.01,Training1042
0.5710382513661202,0.11583320510847812,3,0.01,Training1042
0.5519125683060109,0.08391074753517891,4,0.01,Training1042
0.5300546448087432,0.04249688193958577,5,0.01,Training1042
0.5846994535519126,0.13164549058783126,1,0.1,Training1042
0.5846994535519126,0.13088579909389142,2,0.1,Training1042
0.5846994535519126,0.13088579909389142,3,0.1,Training1042
0.5846994535519126,0.13088579909389142,4,0.1,Training1042
0.5846994535519126,0.13088579909389142,5,0.1,Training1042
0.5382513661202186,0,1,1,Training1042
0.5382513661202186,0,2,1,Training1042
0.5382513661202186,0,3,1,Training1042
0.5382513661202186,0,4,1,Training1042
0.5382513661202186,0,5,1,Training1042
0.5683060109289617,0.06861229223038247,1,0.001,Training1043
0.5546448087431693,0.05241589631182666,2,0.001,Training1043
0.5683060109289617,0.10907746348678113,3,0.001,Training1043
0.5655737704918032,0.10797388025383975,4,0.001,Training1043
0.546448087431694,0.06136447905079725,5,0.001,Training1043
0.5792349726775956,0.12107035928143708,1,0.01,Training1043
0.5710382513661202,0.11594202898550716,2,0.01,Training1043
0.5819672131147541,0.13926035230102357,3,0.01,Training1043
0.5519125683060109,0.06922218087085948,4,0.01,Training1043
0.5491803278688525,0.0860800871697087,5,0.01,Training1043
0.5901639344262295,0.14148996059298163,1,0.1,Training1043
0.592896174863388,0.1484118804459851,2,0.1,Training1043
0.592896174863388,0.1484118804459851,3,0.1,Training1043
0.592896174863388,0.1484118804459851,4,0.1,Training1043
0.592896174863388,0.1484118804459851,5,0.1,Training1043
0.5409836065573771,0,1,1,Training1043
0.5409836065573771,0,2,1,Training1043
0.5409836065573771,0,3,1,Training1043
0.5409836065573771,0,4,1,Training1043
0.5409836065573771,0,5,1,Training1043
0.5710382513661202,0.06962209772999543,1,0.001,Training1044
0.5437158469945356,0.0591114805578646,2,0.001,Training1044
0.5710382513661202,0.11283001389532178,3,0.001,Training1044
0.5710382513661202,0.1110732959995048,4,0.001,Training1044
0.5491803278688525,0.08480586791137514,5,0.001,Training1044
0.5765027322404371,0.11539061281771387,1,0.01,Training1044
0.5765027322404371,0.128437548010447,2,0.01,Training1044
0.5546448087431693,0.09414194175346953,3,0.01,Training1044
0.546448087431694,0.06887356321839078,4,0.01,Training1044
0.5846994535519126,0.146565213389378,5,0.01,Training1044
0.5901639344262295,0.14264297092169775,1,0.1,Training1044
0.5846994535519126,0.13034234797561353,2,0.1,Training1044
0.5846994535519126,0.13034234797561353,3,0.1,Training1044
0.5846994535519126,0.13034234797561353,4,0.1,Training1044
0.5846994535519126,0.13034234797561353,5,0.1,Training1044
0.5437158469945356,0,1,1,Training1044
0.5437158469945356,0,2,1,Training1044
0.5437158469945356,0,3,1,Training1044
0.5437158469945356,0,4,1,Training1044
0.5437158469945356,0,5,1,Training1044
0.5710382513661202,0.07495411957886577,1,0.001,Training1045
0.5819672131147541,0.12390875809631076,2,0.001,Training1045
0.587431693989071,0.14340184134660078,3,0.001,Training1045
0.5546448087431693,0.09055154120552439,4,0.001,Training1045
0.5109289617486339,3.661997619702072e-4,5,0.001,Training1045
0.5437158469945356,0.05351667750627156,1,0.01,Training1045
0.5765027322404371,0.13041478892669917,2,0.01,Training1045
0.5546448087431693,0.09304022621545176,3,0.01,Training1045
0.5792349726775956,0.13800697375665238,4,0.01,Training1045
0.5546448087431693,0.07187529170167055,5,0.01,Training1045
0.5846994535519126,0.13167259786476854,1,0.1,Training1045
0.5846994535519126,0.13248502994011974,2,0.1,Training1045
0.5846994535519126,0.13248502994011974,3,0.1,Training1045
0.5846994535519126,0.13248502994011974,4,0.1,Training1045
0.5846994535519126,0.13248502994011974,5,0.1,Training1045
0.5409836065573771,0,1,1,Training1045
0.5409836065573771,0,2,1,Training1045
0.5409836065573771,0,3,1,Training1045
0.5409836065573771,0,4,1,Training1045
0.5409836065573771,0,5,1,Training1045
0.5683060109289617,0.07306126374507088,1,0.001,Training1046
0.5765027322404371,0.1179763052333715,2,0.001,Training1046
0.5628415300546448,0.10241868734864042,3,0.001,Training1046
0.5382513661202186,0.02901007817650933,4,0.001,Training1046
0.5,-0.029702057005811418,5,0.001,Training1046
0.5819672131147541,0.13087071240105524,1,0.01,Training1046
0.5655737704918032,0.10764559757107361,2,0.01,Training1046
0.5683060109289617,0.11211423307231687,3,0.01,Training1046
0.5573770491803278,0.09353309891453894,4,0.01,Training1046
0.5573770491803278,0.09662674833165708,5,0.01,Training1046
0.587431693989071,0.13923932342771705,1,0.1,Training1046
0.5846994535519126,0.13391661736774904,2,0.1,Training1046
0.5846994535519126,0.13391661736774904,3,0.1,Training1046
0.5846994535519126,0.13391661736774904,4,0.1,Training1046
0.5846994535519126,0.13391661736774904,5,0.1,Training1046
0.5382513661202186,0,1,1,Training1046
0.5382513661202186,0,2,1,Training1046
0.5382513661202186,0,3,1,Training1046
0.5382513661202186,0,4,1,Training1046
0.5382513661202186,0,5,1,Training1046
0.5655737704918032,0.0676130355368987,1,0.001,Training1047
0.546448087431694,0.04582718220937917,2,0.001,Training1047
0.5081967213114754,-0.013257867052200884,3,0.001,Training1047
0.5491803278688525,0.08028996984557275,4,0.001,Training1047
0.5355191256830601,0.02540647222831368,5,0.001,Training1047
0.5792349726775956,0.12632916886257226,1,0.01,Training1047
0.5655737704918032,0.10993851518766617,2,0.01,Training1047
0.546448087431694,0.07903592542064591,3,0.01,Training1047
0.5491803278688525,0.08729558987999894,4,0.01,Training1047
0.5628415300546448,0.09932634039804356,5,0.01,Training1047
0.5819672131147541,0.12859854968721787,1,0.1,Training1047
0.587431693989071,0.14073820703380063,2,0.1,Training1047
0.5846994535519126,0.13542411338700142,3,0.1,Training1047
0.5846994535519126,0.13542411338700142,4,0.1,Training1047
0.5846994535519126,0.13542411338700142,5,0.1,Training1047
0.5382513661202186,0,1,1,Training1047
0.5382513661202186,0,2,1,Training1047
0.5382513661202186,0,3,1,Training1047
0.5382513661202186,0,4,1,Training1047
0.5382513661202186,0,5,1,Training1047
0.5655737704918032,0.0720732212903019,1,0.001,Training1048
0.587431693989071,0.15652757852324406,2,0.001,Training1048
0.5409836065573771,0.07151485866151258,3,0.001,Training1048
0.5628415300546448,0.10305109667932848,4,0.001,Training1048
0.5300546448087432,0.01619053572544852,5,0.001,Training1048
0.5792349726775956,0.12835580848694772,1,0.01,Training1048
0.5655737704918032,0.11184029791520397,2,0.01,Training1048
0.587431693989071,0.15585764472277366,3,0.01,Training1048
0.5655737704918032,0.12159999999999992,4,0.01,Training1048
0.5710382513661202,0.12854499681518997,5,0.01,Training1048
0.5819672131147541,0.13087071240105524,1,0.1,Training1048
0.5792349726775956,0.1255430060816681,2,0.1,Training1048
0.5792349726775956,0.1255430060816681,3,0.1,Training1048
0.5792349726775956,0.1255430060816681,4,0.1,Training1048
0.5819672131147541,0.13087071240105524,5,0.1,Training1048
0.5355191256830601,0,1,1,Training1048
0.5355191256830601,0,2,1,Training1048
0.5355191256830601,0,3,1,Training1048
0.5355191256830601,0,4,1,Training1048
0.5355191256830601,0,5,1,Training1048
0.5409836065573771,0.0736968966556192,1,0.001,Training1049
0.5382513661202186,0.052974859907523736,2,0.001,Training1049
0.49453551912568305,-0.05431160661455591,3,0.001,Training1049
0.5382513661202186,0.04614008574160315,4,0.001,Training1049
0.5273224043715847,0.042753908021649134,5,0.001,Training1049
0.5710382513661202,0.11315862579868478,1,0.01,Training1049
0.5683060109289617,0.11777628608042948,2,0.01,Training1049
0.5491803278688525,0.08630132841105093,3,0.01,Training1049
0.5409836065573771,0.06193934216146949,4,0.01,Training1049
0.5601092896174863,0.10915248087563864,5,0.01,Training1049
0.587431693989071,0.1443037190722447,1,0.1,Training1049
0.592896174863388,0.15631671772022637,2,0.1,Training1049
0.592896174863388,0.15631671772022637,3,0.1,Training1049
0.592896174863388,0.15631671772022637,4,0.1,Training1049
0.5901639344262295,0.15031263542376022,5,0.1,Training1049
0.5355191256830601,0,1,1,Training1049
0.5355191256830601,0,2,1,Training1049
0.5355191256830601,0,3,1,Training1049
0.5355191256830601,0,4,1,Training1049
0.5355191256830601,0,5,1,Training1049
