Accuracy,Kappa,layer1,layer2,layer3,Resample
0.5197044334975369,0,2,5,4,Training1000
0.4802955665024631,0,3,5,4,Training1000
0.4802955665024631,0,4,5,4,Training1000
0.5197044334975369,0,5,5,4,Training1000
0.4802955665024631,0,1,1,5,Training1000
0.5197044334975369,0,2,1,5,Training1000
0.5197044334975369,0,3,1,5,Training1000
0.4802955665024631,0,4,1,5,Training1000
0.5197044334975369,0,5,1,5,Training1000
0.4802955665024631,0,1,2,5,Training1000
0.5197044334975369,0,2,2,5,Training1000
0.5197044334975369,0,3,2,5,Training1000
0.5197044334975369,0,4,2,5,Training1000
0.5197044334975369,0,5,2,5,Training1000
0.5197044334975369,0,1,3,5,Training1000
0.5197044334975369,0,2,3,5,Training1000
0.5197044334975369,0,3,3,5,Training1000
0.4802955665024631,0,4,3,5,Training1000
0.5197044334975369,0,5,3,5,Training1000
0.5197044334975369,0,1,4,5,Training1000
0.4802955665024631,0,2,4,5,Training1000
0.5197044334975369,0,3,4,5,Training1000
0.4802955665024631,0,4,4,5,Training1000
0.5197044334975369,0,5,4,5,Training1000
0.5197044334975369,0,1,5,5,Training1000
0.5197044334975369,0,2,5,5,Training1000
0.5197044334975369,0,3,5,5,Training1000
0.5197044334975369,0,4,5,5,Training1000
0.5197044334975369,0,5,5,5,Training1000
0.5197044334975369,0,1,1,1,Training1001
0.5197044334975369,0,2,1,1,Training1001
0.4802955665024631,0,3,1,1,Training1001
0.5197044334975369,0,4,1,1,Training1001
0.4802955665024631,0,5,1,1,Training1001
0.5197044334975369,0,1,2,1,Training1001
0.5197044334975369,0,2,2,1,Training1001
0.5197044334975369,0,3,2,1,Training1001
0.4802955665024631,0,4,2,1,Training1001
0.5197044334975369,0,5,2,1,Training1001
0.5197044334975369,0,1,3,1,Training1001
0.5197044334975369,0,2,3,1,Training1001
0.5197044334975369,0,3,3,1,Training1001
0.4802955665024631,0,4,3,1,Training1001
0.4802955665024631,0,5,3,1,Training1001
0.5197044334975369,0,1,4,1,Training1001
0.5197044334975369,0,2,4,1,Training1001
0.4802955665024631,0,3,4,1,Training1001
0.5197044334975369,0,4,4,1,Training1001
0.5197044334975369,0,5,4,1,Training1001
0.5197044334975369,0,1,5,1,Training1001
0.5197044334975369,0,2,5,1,Training1001
0.4802955665024631,0,3,5,1,Training1001
0.5197044334975369,0,4,5,1,Training1001
0.4802955665024631,0,5,5,1,Training1001
0.4802955665024631,0,1,1,2,Training1001
0.5197044334975369,0,2,1,2,Training1001
0.5197044334975369,0,3,1,2,Training1001
0.4802955665024631,0,4,1,2,Training1001
0.5197044334975369,0,5,1,2,Training1001
0.5197044334975369,0,1,2,2,Training1001
0.4802955665024631,0,2,2,2,Training1001
0.5197044334975369,0,3,2,2,Training1001
0.5197044334975369,0,4,2,2,Training1001
0.5197044334975369,0,5,2,2,Training1001
0.5197044334975369,0,1,3,2,Training1001
0.5197044334975369,0,2,3,2,Training1001
0.5197044334975369,0,3,3,2,Training1001
0.4802955665024631,0,4,3,2,Training1001
0.5197044334975369,0,5,3,2,Training1001
0.5197044334975369,0,1,4,2,Training1001
0.5197044334975369,0,2,4,2,Training1001
0.5197044334975369,0,3,4,2,Training1001
0.4802955665024631,0,4,4,2,Training1001
0.4802955665024631,0,5,4,2,Training1001
0.5197044334975369,0,1,5,2,Training1001
0.4802955665024631,0,2,5,2,Training1001
0.4802955665024631,0,3,5,2,Training1001
0.5197044334975369,0,4,5,2,Training1001
0.5197044334975369,0,5,5,2,Training1001
0.4802955665024631,0,1,1,3,Training1001
0.5197044334975369,0,2,1,3,Training1001
0.5197044334975369,0,3,1,3,Training1001
0.4802955665024631,0,4,1,3,Training1001
0.4802955665024631,0,5,1,3,Training1001
0.5197044334975369,0,1,2,3,Training1001
0.5197044334975369,0,2,2,3,Training1001
0.5197044334975369,0,3,2,3,Training1001
0.4802955665024631,0,4,2,3,Training1001
0.5197044334975369,0,5,2,3,Training1001
0.4802955665024631,0,1,3,3,Training1001
0.5197044334975369,0,2,3,3,Training1001
0.5197044334975369,0,3,3,3,Training1001
0.5197044334975369,0,4,3,3,Training1001
0.4802955665024631,0,5,3,3,Training1001
0.5197044334975369,0,1,4,3,Training1001
0.4802955665024631,0,2,4,3,Training1001
0.4802955665024631,0,3,4,3,Training1001
0.5197044334975369,0,4,4,3,Training1001
0.5197044334975369,0,5,4,3,Training1001
0.4802955665024631,0,1,5,3,Training1001
0.5197044334975369,0,2,5,3,Training1001
0.5197044334975369,0,3,5,3,Training1001
0.5197044334975369,0,4,5,3,Training1001
0.5197044334975369,0,5,5,3,Training1001
0.4802955665024631,0,1,1,4,Training1001
0.4802955665024631,0,2,1,4,Training1001
0.4802955665024631,0,3,1,4,Training1001
0.5197044334975369,0,4,1,4,Training1001
0.4802955665024631,0,5,1,4,Training1001
0.5197044334975369,0,1,2,4,Training1001
0.5197044334975369,0,2,2,4,Training1001
0.5197044334975369,0,3,2,4,Training1001
0.4802955665024631,0,4,2,4,Training1001
0.5197044334975369,0,5,2,4,Training1001
0.5197044334975369,0,1,3,4,Training1001
0.5197044334975369,0,2,3,4,Training1001
0.5197044334975369,0,3,3,4,Training1001
0.5197044334975369,0,4,3,4,Training1001
0.5197044334975369,0,5,3,4,Training1001
0.5197044334975369,0,1,4,4,Training1001
0.4802955665024631,0,2,4,4,Training1001
0.5197044334975369,0,3,4,4,Training1001
0.5197044334975369,0,4,4,4,Training1001
0.4802955665024631,0,5,4,4,Training1001
0.4802955665024631,0,1,5,4,Training1001
0.4802955665024631,0,2,5,4,Training1001
0.5197044334975369,0,3,5,4,Training1001
0.5197044334975369,0,4,5,4,Training1001
0.5197044334975369,0,5,5,4,Training1001
0.4802955665024631,0,1,1,5,Training1001
0.5197044334975369,0,2,1,5,Training1001
0.4802955665024631,0,3,1,5,Training1001
0.5197044334975369,0,4,1,5,Training1001
0.5197044334975369,0,5,1,5,Training1001
0.5197044334975369,0,1,2,5,Training1001
0.4802955665024631,0,2,2,5,Training1001
0.4802955665024631,0,3,2,5,Training1001
0.5197044334975369,0,4,2,5,Training1001
0.5197044334975369,0,5,2,5,Training1001
0.5197044334975369,0,1,3,5,Training1001
0.4802955665024631,0,2,3,5,Training1001
0.5197044334975369,0,3,3,5,Training1001
0.4802955665024631,0,4,3,5,Training1001
0.5197044334975369,0,5,3,5,Training1001
0.4802955665024631,0,1,4,5,Training1001
0.5197044334975369,0,2,4,5,Training1001
0.5197044334975369,0,3,4,5,Training1001
0.5197044334975369,0,4,4,5,Training1001
0.4802955665024631,0,5,4,5,Training1001
0.5197044334975369,0,1,5,5,Training1001
0.5197044334975369,0,2,5,5,Training1001
0.4802955665024631,0,3,5,5,Training1001
0.5197044334975369,0,4,5,5,Training1001
0.4802955665024631,0,5,5,5,Training1001
0.5221674876847291,0,1,1,1,Training1002
0.5221674876847291,0,2,1,1,Training1002
0.5221674876847291,0,3,1,1,Training1002
0.5221674876847291,0,4,1,1,Training1002
0.5221674876847291,0,5,1,1,Training1002
0.5221674876847291,0,1,2,1,Training1002
0.5221674876847291,0,2,2,1,Training1002
0.5221674876847291,0,3,2,1,Training1002
0.5221674876847291,0,4,2,1,Training1002
0.47783251231527096,0,5,2,1,Training1002
0.5221674876847291,0,1,3,1,Training1002
0.5221674876847291,0,2,3,1,Training1002
0.5221674876847291,0,3,3,1,Training1002
0.5221674876847291,0,4,3,1,Training1002
0.5221674876847291,0,5,3,1,Training1002
0.5221674876847291,0,1,4,1,Training1002
0.47783251231527096,0,2,4,1,Training1002
0.47783251231527096,0,3,4,1,Training1002
0.5221674876847291,0,4,4,1,Training1002
0.5221674876847291,0,5,4,1,Training1002
0.47783251231527096,0,1,5,1,Training1002
0.5221674876847291,0,2,5,1,Training1002
0.47783251231527096,0,3,5,1,Training1002
0.5221674876847291,0,4,5,1,Training1002
0.47783251231527096,0,5,5,1,Training1002
0.5221674876847291,0,1,1,2,Training1002
0.5221674876847291,0,2,1,2,Training1002
0.47783251231527096,0,3,1,2,Training1002
0.47783251231527096,0,4,1,2,Training1002
0.5221674876847291,0,5,1,2,Training1002
0.5221674876847291,0,1,2,2,Training1002
0.5221674876847291,0,2,2,2,Training1002
0.5221674876847291,0,3,2,2,Training1002
0.5221674876847291,0,4,2,2,Training1002
0.5221674876847291,0,5,2,2,Training1002
0.5221674876847291,0,1,3,2,Training1002
0.5221674876847291,0,2,3,2,Training1002
0.47783251231527096,0,3,3,2,Training1002
0.47783251231527096,0,4,3,2,Training1002
0.47783251231527096,0,5,3,2,Training1002
0.5221674876847291,0,1,4,2,Training1002
0.5221674876847291,0,2,4,2,Training1002
0.5221674876847291,0,3,4,2,Training1002
0.5221674876847291,0,4,4,2,Training1002
0.47783251231527096,0,5,4,2,Training1002
0.47783251231527096,0,1,5,2,Training1002
0.47783251231527096,0,2,5,2,Training1002
0.5221674876847291,0,3,5,2,Training1002
0.47783251231527096,0,4,5,2,Training1002
0.5221674876847291,0,5,5,2,Training1002
0.5221674876847291,0,1,1,3,Training1002
0.5221674876847291,0,2,1,3,Training1002
0.47783251231527096,0,3,1,3,Training1002
0.5221674876847291,0,4,1,3,Training1002
0.47783251231527096,0,5,1,3,Training1002
0.47783251231527096,0,1,2,3,Training1002
0.47783251231527096,0,2,2,3,Training1002
0.5221674876847291,0,3,2,3,Training1002
0.5221674876847291,0,4,2,3,Training1002
0.5221674876847291,0,5,2,3,Training1002
0.5221674876847291,0,1,3,3,Training1002
0.5221674876847291,0,2,3,3,Training1002
0.47783251231527096,0,3,3,3,Training1002
0.5221674876847291,0,4,3,3,Training1002
0.47783251231527096,0,5,3,3,Training1002
0.5221674876847291,0,1,4,3,Training1002
0.5221674876847291,0,2,4,3,Training1002
0.47783251231527096,0,3,4,3,Training1002
0.5221674876847291,0,4,4,3,Training1002
0.5221674876847291,0,5,4,3,Training1002
0.5221674876847291,0,1,5,3,Training1002
0.5221674876847291,0,2,5,3,Training1002
0.5221674876847291,0,3,5,3,Training1002
0.5221674876847291,0,4,5,3,Training1002
0.5221674876847291,0,5,5,3,Training1002
0.5221674876847291,0,1,1,4,Training1002
0.5221674876847291,0,2,1,4,Training1002
0.47783251231527096,0,3,1,4,Training1002
0.47783251231527096,0,4,1,4,Training1002
0.47783251231527096,0,5,1,4,Training1002
0.5221674876847291,0,1,2,4,Training1002
0.47783251231527096,0,2,2,4,Training1002
0.5221674876847291,0,3,2,4,Training1002
0.5221674876847291,0,4,2,4,Training1002
0.47783251231527096,0,5,2,4,Training1002
0.5221674876847291,0,1,3,4,Training1002
0.5221674876847291,0,2,3,4,Training1002
0.5221674876847291,0,3,3,4,Training1002
0.5221674876847291,0,4,3,4,Training1002
0.5221674876847291,0,5,3,4,Training1002
0.5221674876847291,0,1,4,4,Training1002
0.5221674876847291,0,2,4,4,Training1002
0.5221674876847291,0,3,4,4,Training1002
0.47783251231527096,0,4,4,4,Training1002
0.5221674876847291,0,5,4,4,Training1002
0.47783251231527096,0,1,5,4,Training1002
0.47783251231527096,0,2,5,4,Training1002
0.47783251231527096,0,3,5,4,Training1002
0.5221674876847291,0,4,5,4,Training1002
0.5221674876847291,0,5,5,4,Training1002
0.5221674876847291,0,1,1,5,Training1002
0.47783251231527096,0,2,1,5,Training1002
0.47783251231527096,0,3,1,5,Training1002
0.5221674876847291,0,4,1,5,Training1002
0.5221674876847291,0,5,1,5,Training1002
0.47783251231527096,0,1,2,5,Training1002
0.47783251231527096,0,2,2,5,Training1002
0.47783251231527096,0,3,2,5,Training1002
0.5221674876847291,0,4,2,5,Training1002
0.47783251231527096,0,5,2,5,Training1002
0.47783251231527096,0,1,3,5,Training1002
0.5221674876847291,0,2,3,5,Training1002
0.5221674876847291,0,3,3,5,Training1002
0.5221674876847291,0,4,3,5,Training1002
0.47783251231527096,0,5,3,5,Training1002
0.5221674876847291,0,1,4,5,Training1002
0.5221674876847291,0,2,4,5,Training1002
0.47783251231527096,0,3,4,5,Training1002
0.47783251231527096,0,4,4,5,Training1002
0.47783251231527096,0,5,4,5,Training1002
0.47783251231527096,0,1,5,5,Training1002
0.47783251231527096,0,2,5,5,Training1002
0.47783251231527096,0,3,5,5,Training1002
0.5221674876847291,0,4,5,5,Training1002
0.5221674876847291,0,5,5,5,Training1002
0.5246305418719212,0,1,1,1,Training1003
0.5246305418719212,0,2,1,1,Training1003
0.5246305418719212,0,3,1,1,Training1003
0.5246305418719212,0,4,1,1,Training1003
0.4753694581280788,0,5,1,1,Training1003
0.4753694581280788,0,1,2,1,Training1003
0.4753694581280788,0,2,2,1,Training1003
0.5246305418719212,0,3,2,1,Training1003
0.4753694581280788,0,4,2,1,Training1003
0.4753694581280788,0,5,2,1,Training1003
0.5246305418719212,0,1,3,1,Training1003
0.4753694581280788,0,2,3,1,Training1003
0.5246305418719212,0,3,3,1,Training1003
0.4753694581280788,0,4,3,1,Training1003
0.5246305418719212,0,5,3,1,Training1003
0.5246305418719212,0,1,4,1,Training1003
0.5246305418719212,0,2,4,1,Training1003
0.4753694581280788,0,3,4,1,Training1003
0.5246305418719212,0,4,4,1,Training1003
0.5246305418719212,0,5,4,1,Training1003
0.4753694581280788,0,1,5,1,Training1003
0.4753694581280788,0,2,5,1,Training1003
0.4753694581280788,0,3,5,1,Training1003
0.5246305418719212,0,4,5,1,Training1003
0.4753694581280788,0,5,5,1,Training1003
0.4753694581280788,0,1,1,2,Training1003
0.4753694581280788,0,2,1,2,Training1003
0.5246305418719212,0,3,1,2,Training1003
0.4753694581280788,0,4,1,2,Training1003
0.5246305418719212,0,5,1,2,Training1003
0.4753694581280788,0,1,2,2,Training1003
0.5246305418719212,0,2,2,2,Training1003
0.4753694581280788,0,3,2,2,Training1003
0.5246305418719212,0,4,2,2,Training1003
0.5246305418719212,0,5,2,2,Training1003
0.5246305418719212,0,1,3,2,Training1003
0.4753694581280788,0,2,3,2,Training1003
0.5246305418719212,0,3,3,2,Training1003
0.5246305418719212,0,4,3,2,Training1003
0.4753694581280788,0,5,3,2,Training1003
0.4753694581280788,0,1,4,2,Training1003
0.5246305418719212,0,2,4,2,Training1003
0.5246305418719212,0,3,4,2,Training1003
0.5246305418719212,0,4,4,2,Training1003
0.5246305418719212,0,5,4,2,Training1003
0.5246305418719212,0,1,5,2,Training1003
0.4753694581280788,0,2,5,2,Training1003
0.4753694581280788,0,3,5,2,Training1003
0.5246305418719212,0,4,5,2,Training1003
0.4753694581280788,0,5,5,2,Training1003
0.5246305418719212,0,1,1,3,Training1003
0.5246305418719212,0,2,1,3,Training1003
0.5246305418719212,0,3,1,3,Training1003
0.4753694581280788,0,4,1,3,Training1003
0.4753694581280788,0,5,1,3,Training1003
0.5246305418719212,0,1,2,3,Training1003
0.5246305418719212,0,2,2,3,Training1003
0.4753694581280788,0,3,2,3,Training1003
0.4753694581280788,0,4,2,3,Training1003
0.5246305418719212,0,5,2,3,Training1003
0.4753694581280788,0,1,3,3,Training1003
0.5246305418719212,0,2,3,3,Training1003
0.4753694581280788,0,3,3,3,Training1003
0.4753694581280788,0,4,3,3,Training1003
0.5246305418719212,0,5,3,3,Training1003
0.4753694581280788,0,1,4,3,Training1003
0.4753694581280788,0,2,4,3,Training1003
0.4753694581280788,0,3,4,3,Training1003
0.4753694581280788,0,4,4,3,Training1003
0.4753694581280788,0,5,4,3,Training1003
0.5246305418719212,0,1,5,3,Training1003
0.4753694581280788,0,2,5,3,Training1003
0.5246305418719212,0,3,5,3,Training1003
0.5246305418719212,0,4,5,3,Training1003
0.5246305418719212,0,5,5,3,Training1003
0.5246305418719212,0,1,1,4,Training1003
0.5246305418719212,0,2,1,4,Training1003
0.4753694581280788,0,3,1,4,Training1003
0.4753694581280788,0,4,1,4,Training1003
0.4753694581280788,0,5,1,4,Training1003
0.5246305418719212,0,1,2,4,Training1003
0.4753694581280788,0,2,2,4,Training1003
0.5246305418719212,0,3,2,4,Training1003
0.4753694581280788,0,4,2,4,Training1003
0.5246305418719212,0,5,2,4,Training1003
0.4753694581280788,0,1,3,4,Training1003
0.4753694581280788,0,2,3,4,Training1003
0.5246305418719212,0,3,3,4,Training1003
0.4753694581280788,0,4,3,4,Training1003
0.5246305418719212,0,5,3,4,Training1003
0.4753694581280788,0,1,4,4,Training1003
0.5246305418719212,0,2,4,4,Training1003
0.4753694581280788,0,3,4,4,Training1003
0.5246305418719212,0,4,4,4,Training1003
0.5246305418719212,0,5,4,4,Training1003
0.5246305418719212,0,1,5,4,Training1003
0.5246305418719212,0,2,5,4,Training1003
0.4753694581280788,0,3,5,4,Training1003
0.5246305418719212,0,4,5,4,Training1003
0.4753694581280788,0,5,5,4,Training1003
0.4753694581280788,0,1,1,5,Training1003
0.5246305418719212,0,2,1,5,Training1003
0.5246305418719212,0,3,1,5,Training1003
0.4753694581280788,0,4,1,5,Training1003
0.4753694581280788,0,5,1,5,Training1003
0.4753694581280788,0,1,2,5,Training1003
0.5246305418719212,0,2,2,5,Training1003
0.4753694581280788,0,3,2,5,Training1003
0.5246305418719212,0,4,2,5,Training1003
0.5246305418719212,0,5,2,5,Training1003
0.5246305418719212,0,1,3,5,Training1003
0.5246305418719212,0,2,3,5,Training1003
0.4753694581280788,0,3,3,5,Training1003
0.4753694581280788,0,4,3,5,Training1003
0.4753694581280788,0,5,3,5,Training1003
0.5246305418719212,0,1,4,5,Training1003
0.5246305418719212,0,2,4,5,Training1003
0.4753694581280788,0,3,4,5,Training1003
0.5246305418719212,0,4,4,5,Training1003
0.4753694581280788,0,5,4,5,Training1003
0.5246305418719212,0,1,5,5,Training1003
0.5246305418719212,0,2,5,5,Training1003
0.4753694581280788,0,3,5,5,Training1003
0.4753694581280788,0,4,5,5,Training1003
0.5246305418719212,0,5,5,5,Training1003
0.4729064039408867,0,1,1,1,Training1004
0.5270935960591133,0,2,1,1,Training1004
0.5270935960591133,0,3,1,1,Training1004
0.4729064039408867,0,4,1,1,Training1004
0.4729064039408867,0,5,1,1,Training1004
0.5270935960591133,0,1,2,1,Training1004
0.5270935960591133,0,2,2,1,Training1004
0.5270935960591133,0,3,2,1,Training1004
0.5270935960591133,0,4,2,1,Training1004
0.5270935960591133,0,5,2,1,Training1004
0.4729064039408867,0,1,3,1,Training1004
0.5270935960591133,0,2,3,1,Training1004
0.5270935960591133,0,3,3,1,Training1004
0.5270935960591133,0,4,3,1,Training1004
0.4729064039408867,0,5,3,1,Training1004
0.5270935960591133,0,1,4,1,Training1004
0.5270935960591133,0,2,4,1,Training1004
0.5270935960591133,0,3,4,1,Training1004
0.4729064039408867,0,4,4,1,Training1004
0.5270935960591133,0,5,4,1,Training1004
0.5270935960591133,0,1,5,1,Training1004
0.4729064039408867,0,2,5,1,Training1004
0.4729064039408867,0,3,5,1,Training1004
0.4729064039408867,0,4,5,1,Training1004
0.5270935960591133,0,5,5,1,Training1004
0.4729064039408867,0,1,1,2,Training1004
0.5270935960591133,0,2,1,2,Training1004
0.4729064039408867,0,3,1,2,Training1004
0.5270935960591133,0,4,1,2,Training1004
0.5270935960591133,0,5,1,2,Training1004
0.5270935960591133,0,1,2,2,Training1004
0.5270935960591133,0,2,2,2,Training1004
0.5270935960591133,0,3,2,2,Training1004
0.4729064039408867,0,4,2,2,Training1004
0.4729064039408867,0,5,2,2,Training1004
0.5270935960591133,0,1,3,2,Training1004
0.5270935960591133,0,2,3,2,Training1004
0.4729064039408867,0,3,3,2,Training1004
0.4729064039408867,0,4,3,2,Training1004
0.5270935960591133,0,5,3,2,Training1004
0.5270935960591133,0,1,4,2,Training1004
0.4729064039408867,0,2,4,2,Training1004
0.4729064039408867,0,3,4,2,Training1004
0.5270935960591133,0,4,4,2,Training1004
0.4729064039408867,0,5,4,2,Training1004
0.5270935960591133,0,1,5,2,Training1004
0.5270935960591133,0,2,5,2,Training1004
0.5270935960591133,0,3,5,2,Training1004
0.4729064039408867,0,4,5,2,Training1004
0.4729064039408867,0,5,5,2,Training1004
0.4729064039408867,0,1,1,3,Training1004
0.4729064039408867,0,2,1,3,Training1004
0.5270935960591133,0,3,1,3,Training1004
0.5270935960591133,0,4,1,3,Training1004
0.5270935960591133,0,5,1,3,Training1004
0.4729064039408867,0,1,2,3,Training1004
0.5270935960591133,0,2,2,3,Training1004
0.5270935960591133,0,3,2,3,Training1004
0.5270935960591133,0,4,2,3,Training1004
0.5270935960591133,0,5,2,3,Training1004
0.5270935960591133,0,1,3,3,Training1004
0.5270935960591133,0,2,3,3,Training1004
0.5270935960591133,0,3,3,3,Training1004
0.5270935960591133,0,4,3,3,Training1004
0.5270935960591133,0,5,3,3,Training1004
0.5270935960591133,0,1,4,3,Training1004
0.4729064039408867,0,2,4,3,Training1004
0.5270935960591133,0,3,4,3,Training1004
0.5270935960591133,0,4,4,3,Training1004
0.5270935960591133,0,5,4,3,Training1004
0.4729064039408867,0,1,5,3,Training1004
0.5270935960591133,0,2,5,3,Training1004
0.5270935960591133,0,3,5,3,Training1004
0.5270935960591133,0,4,5,3,Training1004
0.5270935960591133,0,5,5,3,Training1004
0.5270935960591133,0,1,1,4,Training1004
0.4729064039408867,0,2,1,4,Training1004
0.4729064039408867,0,3,1,4,Training1004
0.4729064039408867,0,4,1,4,Training1004
0.4729064039408867,0,5,1,4,Training1004
0.4729064039408867,0,1,2,4,Training1004
0.4729064039408867,0,2,2,4,Training1004
0.5270935960591133,0,3,2,4,Training1004
0.4729064039408867,0,4,2,4,Training1004
0.5270935960591133,0,5,2,4,Training1004
0.4729064039408867,0,1,3,4,Training1004
0.5270935960591133,0,2,3,4,Training1004
0.4729064039408867,0,3,3,4,Training1004
0.5270935960591133,0,4,3,4,Training1004
0.5270935960591133,0,5,3,4,Training1004
0.5270935960591133,0,1,4,4,Training1004
0.4729064039408867,0,2,4,4,Training1004
0.5270935960591133,0,3,4,4,Training1004
0.5270935960591133,0,4,4,4,Training1004
0.4729064039408867,0,5,4,4,Training1004
0.5270935960591133,0,1,5,4,Training1004
0.5270935960591133,0,2,5,4,Training1004
0.5270935960591133,0,3,5,4,Training1004
0.5270935960591133,0,4,5,4,Training1004
0.5270935960591133,0,5,5,4,Training1004
0.5270935960591133,0,1,1,5,Training1004
0.4729064039408867,0,2,1,5,Training1004
0.5270935960591133,0,3,1,5,Training1004
0.5270935960591133,0,4,1,5,Training1004
0.5270935960591133,0,5,1,5,Training1004
0.5270935960591133,0,1,2,5,Training1004
0.4729064039408867,0,2,2,5,Training1004
0.5270935960591133,0,3,2,5,Training1004
0.5270935960591133,0,4,2,5,Training1004
0.4729064039408867,0,5,2,5,Training1004
0.5270935960591133,0,1,3,5,Training1004
0.5270935960591133,0,2,3,5,Training1004
0.5270935960591133,0,3,3,5,Training1004
0.4729064039408867,0,4,3,5,Training1004
0.4729064039408867,0,5,3,5,Training1004
0.4729064039408867,0,1,4,5,Training1004
0.4729064039408867,0,2,4,5,Training1004
0.4729064039408867,0,3,4,5,Training1004
0.4729064039408867,0,4,4,5,Training1004
0.5270935960591133,0,5,4,5,Training1004
0.4729064039408867,0,1,5,5,Training1004
0.4729064039408867,0,2,5,5,Training1004
0.5270935960591133,0,3,5,5,Training1004
0.5270935960591133,0,4,5,5,Training1004
0.4729064039408867,0,5,5,5,Training1004
0.4729064039408867,0,1,1,1,Training1005
0.5270935960591133,0,2,1,1,Training1005
0.5270935960591133,0,3,1,1,Training1005
0.5270935960591133,0,4,1,1,Training1005
0.4729064039408867,0,5,1,1,Training1005
0.5270935960591133,0,1,2,1,Training1005
0.4729064039408867,0,2,2,1,Training1005
0.4729064039408867,0,3,2,1,Training1005
